time_s,BUSA2_v_pu,BUSAS2_v_pu,BUSB2_v_pu,BUSBS2_v_pu,BUSC2_v_pu,BUSCS2_v_pu,BUSMG_v_pu,BUSMGR_v_pu,BUSMS_v_pu,UM1TLA_v_pu,UM1TLB_v_pu,UM1TLC_v_pu,UM1MCC_v_pu,output_fixed_1_pu,output_fixed_2_pu,output_fixed_3_pu,branch_current_branch_fixed_1_pu,branch_current_branch_fixed_7_pu,branch_current_branch_fixed_9_pu,branch_current_branch_fixed_10_pu,torque_Nm_pu,mechanical_speed_rad_s_pu,mechanical_angle_rad_pu,phase_a_current_A_pu,phase_b_current_A_pu,phase_c_current_A_pu,stator_current_1_A_pu,stator_current_2_A_pu,stator_current_3_A_pu
0.0524,1677.64338067,1853.57883927,-15.436933206,1116.04785116,-1662.20644747,-2969.62669043,184.724821279,92.3624106393,184.720856208,1656.53560571,-151.217832384,-1505.31777333,184.724821279,1853.57883927,1677.64338067,184.724821279,-373.339584614,203.083576604,-1.28060773015,-3965.07076977,-4166.87373835,184.725648031,10.4650221202,-373.339584614,227.087793192,146.251791422,250.12457962,-281.495766289,31.3711866686
0.0526,1601.16081142,1670.62684946,129.972088735,1322.63802222,-1731.13290015,-2993.26487168,184.724818639,92.3624093195,184.720853568,1592.82939637,-13.150269433,-1579.67912694,184.724818639,1670.62684946,1601.16081142,184.724818639,-375.792850448,203.083573702,-1.30614191294,-3965.07076979,-4166.84820129,184.725648031,10.5019672498,-375.792850448,203.84585508,171.946995368,250.394996265,-281.30346308,30.9084668156
0.0528,1515.77418234,1478.18202464,274.411400448,1521.71270019,-1790.18558279,-2999.89472484,184.724815946,92.3624079732,184.720850876,1520.2897546,124.733091129,-1645.02284573,184.724815946,1478.18202464,1515.77418234,184.724815946,-376.110837348,203.083570741,-1.33261159062,-3965.07076979,-4166.82172862,184.725648031,10.5389123794,-376.110837348,179.445799456,196.665037892,250.664854492,-281.110410606,30.4455561142
0.053,1421.57083783,1277.33787469,417.515836627,1712.14070305,-1839.08667446,-2989.47857775,184.724813201,92.3624066005,184.72084813,1438.88328491,262.159004342,-1701.04228925,184.724813201,1277.33787469,1421.57083783,184.724813201,-374.291835737,203.083567723,-1.35790029168,-3965.07076979,-4166.79643692,184.725648031,10.575857509,-374.291835737,154.026204322,220.265631414,250.934316536,-280.916726417,29.9824098813
0.0532,1319.50286208,1069.23563614,558.030871702,1892.83998091,-1877.53373378,-2962.07561705,184.724810403,92.3624052016,184.720845333,1349.53937334,397.852245819,-1747.39161916,184.724810403,1069.23563614,1319.50286208,184.724810403,-370.346089208,203.083564647,-1.38383594155,-3965.07076979,-4166.77049817,184.725648031,10.6128026387,-370.346089208,127.731582808,242.6145064,251.203233837,-280.722313883,29.5190800458
0.0534,1209.71633669,855.05778741,695.58329419,2062.7837644,-1905.29963087,-2917.84155181,184.724807554,92.3624037771,184.720842483,1252.27973415,531.51802923,-1783.79776338,184.724807554,855.05778741,1209.71633669,184.724807554,-364.296096814,203.083561515,-1.40829506516,-3965.07076977,-4166.7460359,184.725648031,10.6497477683,-364.296096814,100.711258571,263.584838243,251.471766877,-280.527292319,29.0555254415
0.0536,1093.28411732,636.021329766,828.984366325,2221.00639907,-1922.26848364,-2857.02772884,184.724804655,92.3624023274,184.720839584,1148.15992594,661.940844969,-1810.10077091,184.724804655,636.021329766,1093.28411732,184.724804655,-356.176162973,203.083558328,-1.4331279695,-3965.07076979,-4166.72119979,184.725648031,10.6866928979,-356.176162973,73.1188597112,283.057303262,251.739766253,-280.331563556,28.5917973025
0.0538,970.405647701,413.370872054,957.863319576,2366.60883234,-1928.26896727,-2779.97970439,184.724801706,92.3624008532,184.720836636,1037.25397317,788.813316712,-1826.06728988,184.724801706,413.370872054,970.405647701,184.724801706,-346.032485132,203.083555086,-1.45620775223,-3965.07076979,-4166.69811676,184.725648031,10.7236380275,-346.032485132,45.1110660262,300.921419106,252.007390564,-280.135248424,28.1278578599
0.054,842.252336302,188.371558588,1081.12225123,2498.76372213,-1923.37458753,-2687.13528072,184.724798711,92.3623993555,184.72083364,920.7220367,911.005072552,-1831.72710926,184.724798711,188.371558588,842.252336302,184.724798711,-333.922649644,203.083551793,-1.47940936685,-3965.07076977,-4166.67491186,184.725648031,10.7605831571,-333.922649644,16.8471342313,317.075515412,252.274489504,-279.938247008,27.6637575034
0.0542,709.07026861,-37.6981196502,1198.40308911,2616.720138,-1907.47335771,-2579.02201835,184.72479567,92.3623978351,184.720830599,798.686314187,1028.20518139,-1826.89149557,184.72479567,-37.6981196502,709.07026861,184.72479567,-319.915504146,203.08354845,-1.5006057322,-3965.07076982,-4166.65371214,184.725648031,10.7975282867,-319.915504146,-11.5124563014,331.427960447,252.541219688,-279.740681405,27.1994617169
0.0544,572.105065182,-263.553589652,1308.72194836,2719.80782807,-1880.82701355,-2456.25423842,184.724792586,92.3623962931,184.720827515,672.38775285,1139.39212047,-1811.77987333,184.724792586,-263.553589652,572.105065182,184.724792586,-304.090609709,203.083545059,-1.52169844508,-3965.07076979,-4166.63261605,184.725648031,10.8344734163,-304.090609709,-39.8064342685,343.897043977,252.807429883,-279.542449756,26.7350198737
0.0546,431.64157953,-487.911495585,1411.74320515,2807.44102752,-1843.38478468,-2319.52953193,184.724789461,92.3623947307,184.720824391,541.991386998,1244.26028096,-1786.25166795,184.724789461,-487.911495585,431.64157953,184.724789461,-286.537901781,203.083541624,-1.54056325555,-3965.07076977,-4166.61374784,184.725648031,10.8714185459,-286.537901781,-67.8741636087,354.412065389,253.07327465,-279.343675194,26.2704005439
0.0548,288.973693657,-709.496991071,1506.61781587,2879.12178702,-1795.59150953,-2169.62479595,184.724786298,92.3623931492,184.720821228,408.793384109,1341.918486,-1750.71187011,184.724786298,-709.496991071,288.973693657,184.724786298,-267.357110287,203.083538147,-1.55912980437,-3965.07076974,-4166.59517781,184.725648031,10.9083636755,-267.357110287,-95.5560181136,362.913128401,253.338601839,-279.144253733,25.8056518938
0.055,144.416221789,-927.050983125,1593.041605,2934.4428022,-1737.45782679,-2007.39181908,184.7247831,92.36239155,184.720818029,272.995246266,1432.07493368,-1705.07017994,184.7247831,-927.050983125,144.416221789,184.7247831,-246.657217377,203.083534631,-1.57527923584,-3965.07076977,-4166.57902487,184.725648031,10.9453088051,-246.657217377,-122.694851546,369.352068923,253.603563927,-278.944309323,25.3407453966
0.0552,-0.715705894079,-1139.33728657,1670.31838859,2973.08972802,-1669.6026827,-1833.75244146,184.724779869,92.3623899346,184.720814798,135.921578457,1513.98761749,-1649.90919595,184.724779869,-1139.33728657,-0.715705894079,184.724779869,-224.555858308,203.083531079,-1.59097054601,-3965.07076974,-4166.56332999,184.725648031,10.9822539347,-224.555858308,-149.136305081,373.692163389,253.868007881,-278.743735688,24.8757278066
0.0554,-146.086813371,-1345.14964827,1738.18345842,2994.84296494,-1592.09664505,-1649.69331667,184.724776609,92.3623883044,184.720811538,-2.19685904001,1587.38641441,-1585.18955536,184.724776609,-1345.14964827,-146.086813371,184.724776609,-201.178588417,203.083527494,-1.60409224033,-3965.07076977,-4166.5502047,184.725648031,11.0191990643,-201.178588417,-174.730289674,375.908878092,254.132084095,-278.542657399,24.4105733042
0.0556,-290.388227334,-1543.31860134,1796.10831711,2999.57890673,-1505.72008978,-1456.26030539,184.724773322,92.3623866612,184.720808252,-140.034462553,1651.69423833,-1511.65977578,184.724773322,-1543.31860134,-290.388227334,184.724773322,-176.658278491,203.083523881,-1.61663344502,-3965.07076974,-4166.53765988,184.725648031,11.0561441939,-176.658278491,-199.331216574,375.989495066,254.395638728,-278.340965745,23.9453270174
0.0558,-433.274142642,-1732.71811027,1843.87455965,2987.27064282,-1410.600417,-1254.55253255,184.724770013,92.3623850066,184.720804942,-277.339052917,1706.66970326,-1429.33065034,184.724770013,-1732.71811027,-433.274142642,184.724770013,-151.134207283,203.083520243,-1.62649154663,-3965.07076974,-4166.52779807,184.725648031,11.0930893235,-151.134207283,-222.799461171,373.933668454,254.658820117,-278.138785747,23.4799656301
0.056,-573.469357493,-1912.27196925,1881.13269165,2957.98811121,-1307.66333416,-1045.71614197,184.724766684,92.3623833422,184.720801614,-412.811547065,1751.91298132,-1339.10143425,184.724766684,-1912.27196925,-573.469357493,184.724766684,-124.751465603,203.083516584,-1.63568618894,-3965.07076971,-4166.51859984,184.725648031,11.1300344531,-124.751465603,-245.001508398,369.752974001,254.921473718,-277.936006143,23.0145324249
0.0562,-710.62763692,-2080.95991744,1907.7160941,2911.8977011,-1197.08845718,-830.937783665,184.72476334,92.3623816698,184.720798269,-546.186591339,1787.217491,-1241.03089965,184.72476334,-2080.95991744,-710.62763692,184.72476334,-97.6598942691,203.083512906,-1.64212480187,-3965.07076974,-4166.51215754,184.725648031,11.1669795827,-97.6598942691,-265.811367851,363.47126212,255.18374587,-277.732752253,22.5490063825
0.0564,-843.53419379,-2237.82343627,1923.46183693,2849.2613074,-1079.92764314,-611.437871123,184.724759983,92.3623799913,184.720794912,-676.21864453,1812.3693218,-1136.15067727,184.724759983,-2237.82343627,-843.53419379,184.724759983,-70.0135113657,203.083509216,-1.64785695076,-3965.07076977,-4166.50642166,184.725648031,11.2039247124,-70.0135113657,-285.110627703,355.124139069,255.445481453,-277.528910174,22.083428721
0.0566,-971.852359576,-2381.97119594,1928.25908295,2770.43484257,-956.406723374,-388.463646629,184.724756617,92.3623783083,184.720791546,-802.637595581,1827.20162528,-1024.56402969,184.724756617,-2381.97119594,-971.852359576,184.724756617,-41.9693185944,203.083505515,-1.6508012116,-3965.07076974,-4166.50347369,184.725648031,11.240869842,-41.9693185944,-302.789792104,344.759110698,255.706824898,-277.324605411,21.6177805124
0.0568,-1094.45326603,-2512.58412013,1922.13510758,2675.86621433,-827.681841553,-163.282094205,184.724753245,92.3623766227,184.720788175,-924.277399303,1831.69119975,-907.413800455,184.724753245,-2512.58412013,-1094.45326603,184.724753245,-13.6867660337,203.083501809,-1.65303653479,-3965.07076971,-4166.50123471,184.725648031,11.2778149716,-13.6867660337,-318.748239229,332.435005263,255.96762066,-277.119721357,21.1521006964
0.057,-1211.01943905,-2628.92004013,1905.03726981,2566.09278048,-694.01783075,62.8272596502,184.724749872,92.3623749362,184.720784802,-1040.87154301,1825.71460327,-784.843060261,184.724749872,-2628.92004013,-1211.01943905,184.724749872,14.6735475312,203.083498101,-1.65249237418,-3965.07076974,-4166.50177513,184.725648031,11.3147601012,14.6735475312,-332.89545376,318.221906229,256.22801137,-276.914383606,20.6863722365
0.0572,-1320.53165281,-2730.31791205,1877.18268997,2441.73829557,-556.651037165,288.579616483,184.724746501,92.3623732506,184.72078143,-1151.3578171,1809.44015911,-658.08234201,184.724746501,-2730.31791205,-1320.53165281,184.724746501,42.9503585106,203.083494394,-1.651276052,-3965.07076974,-4166.50298777,184.725648031,11.3517052308,42.9503585106,-345.150886876,302.200528366,256.487841236,-276.708472824,20.2206315888
0.0574,-1422.70063309,-2816.20157296,1838.57770306,2303.50936659,-415.877069972,512.69220637,184.724743135,92.3623715676,184.720778064,-1255.4813721,1782.79016878,-527.308796676,184.724743135,-2816.20157296,-1422.70063309,184.724743135,70.9831165683,203.083490694,-1.64732792974,-3965.07076974,-4166.50693215,184.725648031,11.3886503604,70.9831165683,-355.445058972,284.461942403,256.747251215,-276.502114635,19.7548634196
0.0576,-1516.63823497,-2886.08301476,1789.62491566,2152.19143789,-272.986680686,733.891576869,184.724739778,92.362369889,184.720774707,-1352.30604475,1746.12129762,-393.815252876,184.724739778,-2886.08301476,-1516.63823497,184.724739778,98.6124041694,203.083487003,-1.64278200269,-3965.07076974,-4166.51147442,184.725648031,11.42559549,98.6124041694,-363.719321665,265.106917496,257.006085463,-276.295186971,19.2891015089
0.0578,-1602.09153045,-2939.56515715,1730.38877386,1988.64432812,-128.297243408,950.920829032,184.724736433,92.3623682163,184.720771362,-1441.59620342,1699.40254647,-257.806343046,184.724736433,-2939.56515715,-1602.09153045,184.724736433,125.681363941,203.083483325,-1.63558891416,-3965.07076971,-4166.51866381,184.725648031,11.4625406196,125.681363941,-369.926808784,244.245444843,257.264483408,-276.087815459,18.8233320512
0.058,-1678.32215276,-2976.34410394,1661.44910224,1813.79734459,16.8730505204,1162.54675936,184.724733103,92.3623665513,184.720768032,-1522.56134305,1643.17180154,-120.610458493,184.724733103,-2976.34410394,-1678.32215276,184.724733103,152.036042002,203.083479664,-1.62790730596,-3965.07076971,-4166.52634177,184.725648031,11.4994857492,152.036042002,-374.032102791,221.996060789,257.522289357,-275.879875331,18.3575859749
0.0582,-1745.12059391,-2996.21086982,1582.92598099,1628.64400273,162.194612919,1367.56686709,184.724729791,92.3623648954,184.72076472,-1594.99189112,1577.44433053,17.5475605968,184.724729791,-2996.21086982,-1745.12059391,184.724729791,177.52683471,203.083476023,-1.61769714952,-3965.07076968,-4166.53654825,184.725648031,11.5364308788,177.52683471,-376.012015388,198.485180678,257.779641367,-275.671492213,17.8918508456
0.0584,-1801.91382325,-2999.05256785,1495.56444705,1434.23638076,306.349376205,1564.81618709,184.7247265,92.36236325,184.720761429,-1658.25959801,1502.92832526,155.331272742,184.7247265,-2999.05256785,-1801.91382325,184.7247265,202.00874538,203.083472406,-1.60713943839,-3965.07076971,-4166.5471023,184.725648031,11.5733760084,202.00874538,-375.855163075,173.846417696,258.036384112,-275.462538697,17.426154585
0.0586,-1848.54156965,-2984.85305094,1399.53619993,1231.67914159,449.005369718,1753.17390936,184.724723233,92.3623616167,184.720758163,-1712.18689601,1419.68352969,292.503366324,184.724723233,-2984.85305094,-1848.54156965,184.724723233,225.342820287,203.083468814,-1.59420230985,-3965.07076971,-4166.5600359,184.725648031,11.610321138,225.342820287,-373.562562411,148.219742124,258.292654441,-275.253140434,16.9604859932
0.0588,-1884.6082256,-2953.69300359,1295.73599761,1022.12325583,588.872227994,1931.56974776,184.724719993,92.3623599967,184.720754923,-1756.321021,1328.57395639,427.747064613,184.724719993,-2953.69300359,-1884.6082256,184.724719993,247.396310141,203.083465252,-1.58108627796,-3965.07076971,-4166.57314834,184.725648031,11.6472662676,247.396310141,-369.1471217,121.75081156,258.548297614,-275.043167467,16.494869853
0.059,-1910.00716563,-2905.74948339,1184.38172074,806.759461846,725.625444889,2098.99002154,184.724716782,92.3623583911,184.720751711,-1790.52130402,1229.70074342,560.820560611,184.724716782,-2905.74948339,-1910.00716563,184.724716782,268.044065658,203.083461722,-1.5657659173,-3965.07076965,-4166.58846521,184.725648031,11.6842113972,268.044065658,-362.634039912,94.5899742548,258.80344944,-274.832745525,16.0292960857
0.0592,-1924.52856368,-2841.29491498,1066.49919744,586.811499666,858.029366236,2254.48341532,184.724713602,92.3623568012,184.720748532,-1814.52004755,1124.0659699,690.454077646,184.724713602,-2841.29491498,-1924.52856368,184.724713602,287.168597136,203.083458226,-1.55045863986,-3965.07076968,-4166.60376892,184.725648031,11.7211565268,287.168597136,-354.060223651,66.8916265158,259.057955986,-274.621742214,15.5637862276
0.0594,-1928.12232676,-2760.6955421,942.345778995,363.529157489,985.776547771,2397.16638461,184.724710456,92.3623552279,184.720745385,-1828.21719686,1011.80789527,816.409301594,184.724710456,-2760.6955421,-1928.12232676,184.724710456,304.661400972,203.083454767,-1.53314369917,-3965.07076968,-4166.62108048,184.725648031,11.7581016564,304.661400972,-343.474482924,38.8130819519,259.311952185,-274.410283418,15.0983312334
0.0596,-1920.7688613,-2664.40934644,813.056946787,138.181170122,1107.71191451,2526.22817632,184.724707344,92.3623536722,184.720742274,-1831.53584815,894.046011229,937.48983692,184.724707344,-2664.40934644,-1920.7688613,184.724707344,320.422912892,203.083451346,-1.51605224609,-3965.07076968,-4166.6381685,184.725648031,11.795046786,320.422912892,-330.936884531,10.5139716384,259.56528513,-274.198234442,14.6329493119
0.0598,-1902.47589774,-2552.98344538,678.921723853,-87.9519902169,1223.55417389,2640.9354356,184.72470427,92.3623521349,184.720739199,-1824.41900439,770.950367767,1053.46863663,184.72470427,-2552.98344538,-1902.47589774,184.72470427,334.363738434,203.083447966,-1.49716594815,-3965.07076971,-4166.65705135,184.725648031,11.8319919157,334.363738434,-316.518742168,-17.8449962658,259.818089038,-273.985721427,14.1676323895
0.06,-1873.41452326,-2427.05098312,541.161514573,-313.585389803,1332.25300868,2740.63637293,184.724701233,92.3623506166,184.720736162,-1806.98230493,643.734746721,1163.2475582,184.724701233,-2427.05098312,-1873.41452326,184.724701233,346.404497741,203.083444627,-1.47872689366,-3965.07076965,-4166.67548707,184.725648031,11.8689370453,346.404497741,-300.301919163,-46.1025785778,260.070212236,-273.772607531,13.7023952943
0.0602,-1833.64995482,-2287.32753303,400.088338701,-537.436934651,1433.56161612,2824.76446768,184.724698236,92.3623491179,184.720733165,-1779.21292316,512.594760047,1266.61816312,184.724698236,-2287.32753303,-1833.64995482,184.724698236,356.47693524,203.083441332,-1.45871722698,-3965.07076968,-4166.69549344,184.725648031,11.9058821749,356.47693524,-282.378614705,-74.0983205349,260.321788376,-273.559019266,13.2372308899
0.0604,-1783.54039562,-2134.60703163,256.983981858,-758.234655629,1526.55641376,2892.84168726,184.724695278,92.3623476392,184.720730208,-1741.41677358,378.813372564,1362.60340101,184.724695278,-2134.60703163,-1783.54039562,184.724695278,364.523656382,203.083438081,-1.43938624859,-3965.07076965,-4166.7148212,184.725648031,11.9428273045,364.523656382,-262.850630367,-101.673026014,260.57266722,-273.344817819,12.7721505984
0.0606,-1723.20659482,-1969.75726726,112.174144192,-974.723936042,1611.03245063,2944.4812033,184.724692362,92.362346181,184.720727291,-1693.62496011,242.604815768,1451.02014435,184.724692362,-1969.75726726,-1723.20659482,184.724692362,370.499094443,203.083434875,-1.41871461272,-3965.07076965,-4166.73548966,184.725648031,11.9797724341,370.499094443,-241.828958511,-128.670135933,260.822981991,-273.130130204,12.3071482129
0.0608,-1653.18636916,-1793.71494917,-33.0258200943,-1185.67464061,1686.21218925,2979.38958979,184.724689487,92.3623447434,184.720724416,-1636.32743198,105.294671564,1531.03276042,184.724689487,-1793.71494917,-1653.18636916,184.724689487,374.3691421,203.083431714,-1.39895555377,-3965.07076962,-4166.75524552,184.725648031,12.0167175637,374.3691421,-219.433028241,-154.936113859,261.07258407,-272.914815822,11.8422317522
0.061,-1573.65248116,-1607.48038494,-178.286236503,-1389.88810536,1751.93871767,2997.3684903,184.724686653,92.3623433266,184.720721582,-1569.59764605,-32.8916627587,1602.48930881,184.724686653,-1607.48038494,-1573.65248116,184.724686653,376.111956456,203.083428598,-1.3780862391,-3965.07076968,-4166.7761117,184.725648031,12.0536626933,376.111956456,-195.790106124,-180.321850332,261.321606372,-272.69900233,11.377395958
0.0612,-1485.31107987,-1412.1117965,-322.28569819,-1586.20394864,1807.59677806,2998.31574513,184.724683861,92.3623419304,184.72071879,-1494.09950249,-170.613455722,1664.7129582,184.724683861,-1412.1117965,-1485.31107987,184.724683861,375.717490831,203.083425529,-1.35836076736,-3965.07076965,-4166.79583409,184.725648031,12.0906078229,375.717490831,-171.034538106,-204.682952725,261.569902064,-272.482547539,10.9126454753
0.0614,-1388.38195166,-1208.71930714,-464.700390234,-1773.50666467,1853.08234189,2982.22597181,184.72468111,92.3623405549,184.720716039,-1409.94594726,-307.641893618,1717.58784088,184.72468111,-1208.71930714,-1388.38195166,184.72468111,373.188122647,203.083422504,-1.33775064349,-3965.07076965,-4166.81644119,184.725648031,12.1275529525,373.188122647,-145.306976516,-227.88114613,261.817603858,-272.265579897,10.447976039
0.0616,-1283.72475728,-998.458633569,-604.230489833,-1950.73196205,1887.95524711,2949.19059562,184.724678399,92.3623391996,184.720713329,-1317.96111459,-442.648888123,1760.61000271,184.724678399,-998.458633569,-1283.72475728,184.724678399,368.538093238,203.083419524,-1.31850767136,-3965.07076962,-4166.83568122,184.725648031,12.1644980821,368.538093238,-118.753634989,-249.784458249,262.064566848,-272.047955824,9.98338897546
0.0618,-1171.59997923,-782.524518869,-740.567738033,-2116.8728113,1912.16771726,2899.39733016,184.724675729,92.3623378644,184.720710658,-1218.293376,-575.410030938,1793.70340694,184.724675729,-782.524518869,-1171.59997923,184.724675729,361.793947065,203.083416588,-1.29859572649,-3965.07076968,-4166.85559013,184.725648031,12.2014432117,361.793947065,-91.5253592552,-270.26858781,262.310923629,-271.82980471,9.51888108117
0.062,-1053.00274475,-562.143943757,-872.461068533,-2270.98516696,1925.46381328,2833.12911071,184.724673097,92.3623365486,184.720708027,-1111.91003679,-704.637411399,1816.54744819,184.724673097,-562.143943757,-1053.00274475,184.724673097,352.993889664,203.083413695,-1.28026166558,-3965.07076962,-4166.87392136,184.725648031,12.2383883413,352.993889664,-63.7769122361,-289.216977428,262.556531345,-271.610981787,9.05445044247
0.0622,-928.226734113,-338.56915462,-999.62707498,-2412.19333188,1927.8538091,2750.7624865,184.724670504,92.3623352518,184.720705433,-998.989749909,-830.11869616,1829.10844607,184.724670504,-338.56915462,-928.226734113,184.724670504,342.188030677,203.083410844,-1.26146018505,-3965.07076962,-4166.89271998,184.725648031,12.2753334709,342.188030677,-35.66590924,-306.522121437,262.80152253,-271.391617538,8.59009500802
0.0624,-798.381654483,-113.07054801,-1120.8895809,-2539.69493312,1919.27123538,2652.76548113,184.724667947,92.3623339733,184.720702876,-880.622940512,-950.632850407,1831.25579092,184.724667947,-113.07054801,-798.381654483,184.724667947,329.437672192,203.083408033,-1.24442991614,-3965.0707696,-4166.90974744,184.725648031,12.3122786005,329.437672192,-7.35215013071,-322.085522061,263.045756479,-271.171566204,8.12580972428
0.0626,-663.785913707,113.07054801,-1235.99867712,-2652.76548113,1899.78459083,2539.69493312,184.724665425,92.3623327123,184.720700354,-757.012466897,-1065.98691268,1822.99937958,184.724665425,113.07054801,-663.785913707,184.724665425,314.815352257,203.08340526,-1.22711527348,-3965.07076965,-4166.92705931,184.725648031,12.3492237301,314.815352257,21.0035577801,-335.818910037,263.289365703,-270.950959505,7.66159380151
0.0628,-525.640514365,338.569154621,-1343.87761867,-2750.7624865,1869.51813303,2412.19333188,184.724662936,92.362331468,184.720697865,-629.349255492,-1175.05202541,1804.4012809,184.724662936,338.569154621,-525.640514365,184.724662936,298.40407773,203.083402524,-1.21174433827,-3965.07076962,-4166.94242752,184.725648031,12.3861688597,298.40407773,49.240004255,-347.644081985,263.53221172,-270.729650885,7.19743916515
0.063,-384.279374435,562.143943757,-1444.31775015,-2833.12911071,1828.59712459,2270.98516696,184.724660479,92.3623302394,184.720695408,-497.853536184,-1277.66131325,1775.51484944,184.724660479,562.143943757,-384.279374435,184.724660479,280.297169157,203.083399823,-1.19624984264,-3965.07076962,-4166.9579193,184.725648031,12.4231139894,280.297169157,77.1968401021,-357.49400926,263.774427026,-270.507773439,6.73334641301
0.0632,-240.96960392,782.52451887,-1536.36418977,-2899.39733016,1777.33379369,2116.87281129,184.724658051,92.3623290256,184.72069298,-363.792025824,-1372.80146951,1736.59349533,184.724658051,782.52451887,-240.96960392,184.724658051,260.597453853,203.083397154,-1.18284720182,-3965.07076962,-4166.97131925,184.725648031,12.460059119,260.597453853,104.7151032,-365.312557053,264.015875415,-270.285179999,6.26930458393
0.0634,-96.0509111703,998.458633569,-1619.85619104,-2949.19059562,1715.90710222,1950.73196205,184.724655651,92.3623278255,184.72069058,-227.394929542,-1460.33764216,1687.7325717,184.724655651,998.458633569,-96.0509111703,184.724655651,239.416917163,203.083394515,-1.16945675015,-3965.07076957,-4166.98470708,184.725648031,12.4970042486,239.416917163,131.638542296,-371.055459459,264.256689353,-270.062005155,5.80531580237
0.0636,49.1700434229,1208.71930714,-1693.98058394,-2982.22597181,1644.81054051,1773.50666467,184.724653276,92.3623266378,184.720688205,-89.9784707337,-1539.39303117,1629.3715019,184.724653276,1208.71930714,49.1700434229,184.724653276,216.875872786,203.083391904,-1.15827924013,-3965.07076962,-4166.99588194,184.725648031,12.5339493782,216.875872786,157.814050768,-374.689923553,264.49673493,-269.838101298,5.34136636738
0.0638,194.35772414,1412.1117965,-1758.62989905,-2998.31574513,1564.27217491,1586.20394864,184.724650923,92.3623254616,184.720685852,48.2249182282,-1609.86979464,1561.64487641,184.724650923,1412.1117965,194.35772414,184.724650923,193.102429447,203.083389317,-1.14722207189,-3965.07076962,-4167.00693654,184.725648031,12.5708945078,193.102429447,183.0930222,-376.195451647,264.736144549,-269.613604628,4.87746007899
0.064,338.193283058,1607.48038494,-1813.14952588,-2997.3684903,1474.95624281,1389.88810536,184.724648591,92.3623242954,184.72068352,185.876812052,-1671.04573813,1485.16892607,184.724648591,1607.48038494,338.193283058,184.724648591,168.23165637,203.083386753,-1.13846993446,-3965.07076965,-4167.01568609,184.725648031,12.6078396374,168.23165637,207.33167988,-375.563336251,264.974786594,-269.388367246,4.41358065208
0.0642,480.355296764,1793.71494917,-1857.48920055,-2979.38958979,1377.13390379,1185.67464061,184.724646276,92.3623231381,184.720681205,322.750429617,-1722.86391855,1400.11348894,184.724646276,1793.71494917,480.355296764,184.724646276,142.404878191,203.083384209,-1.12991711497,-3965.07076957,-4167.02423643,184.725648031,12.644784767,142.404878191,230.392435693,-372.797313884,265.212793338,-269.162527056,3.9497337175
0.0644,619.540318626,1969.75726726,-1891.16636553,-2944.4812033,1271.6260469,974.723936041,184.724643976,92.3623219882,184.720678906,457.512895563,-1764.77161072,1307.25871516,184.724643976,1969.75726726,619.540318626,184.724643976,115.768854007,203.08338168,-1.12373092771,-3965.0707696,-4167.03042003,184.725648031,12.6817298966,115.768854007,252.144105426,-367.912959433,265.45003544,-268.935936007,3.48590056692
0.0646,755.450686557,2134.60703163,-1914.19033537,-2892.84168726,1158.73964882,758.234655628,184.724641689,92.3623208446,184.720676618,589.95086345,-1796.75544271,1206.80457926,184.724641689,2134.60703163,755.450686557,184.724641689,88.4749168261,203.083379166,-1.11779275537,-3965.07076957,-4167.0363557,184.725648031,12.7186750262,88.4749168261,272.463242715,-360.938159542,265.686644959,-268.708733779,3.02208881993
0.0648,886.825585933,2287.32753303,-1926.26046281,-2824.76446768,1039.43487688,537.436934651,184.724639412,92.3623197058,184.720674341,718.764624143,-1818.44347704,1099.67885289,184.724639412,2287.32753303,886.825585933,184.724639412,60.6781847513,203.083376662,-1.11425203085,-3965.0707696,-4167.03989392,184.725648031,12.7556201558,60.6781847513,291.234232586,-351.912417337,265.922494781,-268.480772288,2.55827750773
0.065,1013.40021309,2427.05098312,-1927.44638215,-2740.63637293,914.046169063,313.585389803,184.724637141,92.3623185705,184.72067207,843.76173025,-1829.86728347,986.10555322,184.724637141,2427.05098312,1013.40021309,184.724637141,32.5365643652,203.083374166,-1.11097750068,-3965.0707696,-4167.04316592,184.725648031,12.7925652854,32.5365643652,308.350572957,-340.887137322,266.157716647,-268.252193042,2.09447639578
0.0652,1133.98268224,2552.98344538,-1917.63537356,-2640.9354356,783.652691311,87.9519902165,184.724634875,92.3623174373,184.720669804,963.702540143,-1830.84325069,867.14071054,184.724634875,2552.98344538,1133.98268224,184.724634875,4.21001228688,203.083371674,-1.11010023952,-3965.0707696,-4167.04404072,184.725648031,12.829510415,4.21001228688,323.71484142,-327.924853707,266.392185605,-268.022848021,1.63066241578
0.0654,1248.3493448,2664.40934644,-1896.95646687,-2526.22817632,648.607122074,-138.181170123,184.72463261,92.3623163048,184.720667539,1078.42243429,-1821.44790862,743.02547433,184.72463261,2664.40934644,1248.3493448,184.72463261,-24.1405754304,203.083369184,-1.10947740078,-3965.07076957,-4167.04466104,184.725648031,12.8664555446,-24.1405754304,337.23989818,-313.09932275,266.626032958,-267.792880589,1.16684763193
